Layer Name                                                  	Shape               	Device    	Real Precision
--------------------------------------------------------------------------------------------------------------
_orig_mod.language_model.model.embed_tokens.weight          	[152064, 3584]      	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.0.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.0.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.1.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.1.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.2.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.2.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.3.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.3.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.4.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.4.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.5.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.5.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.6.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.6.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.7.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.7.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.v_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.v_proj.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.o_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.q_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.k_norm.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.q_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.k_norm_moe_gen.weight	[128]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.q_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.q_proj_moe_gen.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.k_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.k_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.v_proj_moe_gen.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.self_attn.v_proj_moe_gen.bias	[512]               	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.self_attn.o_proj_moe_gen.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp.up_proj.weight  	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp_moe_gen.gate_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp_moe_gen.up_proj.weight	[18944, 3584]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.mlp_moe_gen.down_proj.weight	[3584, 18944]       	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.8.input_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.input_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.post_attention_layernorm.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.8.post_attention_layernorm_moe_gen.weight	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.9.self_attn.q_proj.weight	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.9.self_attn.q_proj.bias	[3584]              	cuda:0    	BF16
_orig_mod.language_model.model.layers.9.self_attn.k_proj.weight	[512, 3584]         	cuda:0    	F8_E4M3
_orig_mod.language_model.model.layers.9.self_attn.k_proj.bias	[512]               	cuda:0    	BF16
